Provider,inpatient_claim_count,outpatient_claim_count,total_claims,inpatient_ratio,unique_beneficiaries,claim_frequency_per_beneficiary,unique_attending_physicians,unique_operating_physicians,unique_other_physicians,total_inpatient_reimbursed,avg_ip_reimbursed_per_claim,total_outpatient_reimbursed,avg_op_reimbursed_per_claim,total_ip_deductible,total_op_deductible,total_reimbursed,total_deductible_amount,inpatient_reimbursement_share,avg_chronic_conditions,avg_admission_duration,max_admission_duration,diagnosis_code_diversity,procedure_code_diversity,provider_volume_percentile,avg_reimbursed_per_claim,reimbursement_outlier_score,reimbursement_per_beneficiary,PotentialFraud
PRV51052,2.0,44.0,46.0,0.043478260869565216,38.0,1.2105263157894737,16.0,5.0,6.0,14000.0,7000.0,16800.0,381.8181818181818,2136.0,210.0,30800.0,2346.0,0.45454545454545453,5.034090909090909,9.0,14.0,5.761363636363637,0.25,0.5973197781885398,669.5652173913044,0.08996485261113442,810.5263157894736,1
PRV51053,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8000.0,8000.0,0.0,0.0,1068.0,0.0,8000.0,1068.0,1.0,4.0,5.0,5.0,4.5,0.5,0.022273567467652494,8000.0,2.1937075196392493,8000.0,0
PRV51055,2.0,20.0,22.0,0.09090909090909091,22.0,1.0,5.0,2.0,3.0,16700.0,8350.0,4940.0,247.0,2136.0,70.0,21640.0,2206.0,0.7717190388170055,4.375,5.5,6.0,6.05,0.5,0.41534195933456564,983.6363636363636,0.18009932490815478,983.6363636363636,0
PRV51056,2.0,20.0,22.0,0.09090909090909091,21.0,1.0476190476190477,5.0,2.0,4.0,8000.0,4000.0,6700.0,335.0,2136.0,10.0,14700.0,2146.0,0.54421768707483,5.525,3.0,5.0,4.925,0.5,0.41534195933456564,668.1818181818181,0.08956783442205866,700.0,0
PRV51058,5.0,78.0,83.0,0.060240963855421686,76.0,1.0921052631578947,29.0,8.0,15.0,91000.0,18200.0,16030.0,205.51282051282053,5340.0,200.0,107030.0,5540.0,0.8502289077828646,5.305128205128206,7.4,16.0,5.687179487179487,0.5,0.738539741219963,1289.5180722891566,0.26788353152616134,1408.2894736842106,0
PRV51059,25.0,71.0,96.0,0.2604166666666667,83.0,1.1566265060240963,21.0,11.0,14.0,401000.0,16040.0,20060.0,282.53521126760563,26700.0,240.0,421060.0,26940.0,0.9523583337291598,4.84056338028169,6.88,35.0,5.630140845070423,0.48,0.7677449168207024,4386.041666666667,1.1565468916322006,5073.012048192771,1
PRV51060,5.0,37.0,42.0,0.11904761904761904,42.0,1.0,24.0,5.0,8.0,35000.0,7000.0,8710.0,235.40540540540542,5340.0,0.0,43710.0,5340.0,0.8007320979180965,5.421621621621622,4.8,9.0,5.564864864864865,0.0,0.573290203327172,1040.7142857142858,0.19647997129293837,1040.7142857142858,0
PRV51061,1.0,144.0,145.0,0.006896551724137931,67.0,2.1641791044776117,6.0,3.0,5.0,3000.0,3000.0,51940.0,360.69444444444446,1068.0,260.0,54940.0,1328.0,0.05460502366217692,4.527777777777778,8.0,8.0,4.75,1.0,0.8422365988909427,378.8965517241379,0.006546598160129624,820.0,0
PRV51062,3.0,394.0,397.0,0.007556675062972292,167.0,2.377245508982036,3.0,3.0,1.0,45000.0,15000.0,108380.0,275.0761421319797,3204.0,740.0,153380.0,3944.0,0.2933889685747816,4.537225042301184,4.333333333333333,6.0,5.847715736040609,0.8333333333333334,0.9461182994454713,386.3476070528967,0.008684957408163033,918.443113772455,0
PRV51064,36.0,267.0,303.0,0.1188118811881188,232.0,1.3060344827586208,97.0,32.0,61.0,280000.0,7777.777777777777,80320.0,300.8239700374532,38448.0,500.0,360320.0,38948.0,0.7770870337477798,4.939606741573034,5.305555555555555,29.0,5.3043071161048685,0.3611111111111111,0.9294824399260628,1189.1749174917493,0.2390863070296916,1553.103448275862,1
PRV51065,10.0,18.0,28.0,0.35714285714285715,26.0,1.0769230769230769,7.0,3.0,4.0,75000.0,7500.0,1570.0,87.22222222222223,9612.0,110.0,76570.0,9722.0,0.9794958861172783,4.666666666666666,5.6,17.0,5.838888888888889,0.45,0.4753234750462107,2734.6428571428573,0.68261618507753,2945.0,0
PRV51066,2.0,22.0,24.0,0.08333333333333333,21.0,1.1428571428571428,6.0,5.0,5.0,19000.0,9500.0,5790.0,263.1818181818182,2136.0,100.0,24790.0,2236.0,0.7664380798709157,3.25,2.0,3.0,5.159090909090909,0.5,0.4373382624768946,1032.9166666666667,0.19424215261257496,1180.4761904761904,0
PRV51067,12.0,46.0,58.0,0.20689655172413793,50.0,1.16,19.0,4.0,13.0,326000.0,27166.666666666668,8520.0,185.2173913043478,12816.0,280.0,334520.0,13096.0,0.9745306708119096,4.7771739130434785,6.583333333333333,23.0,5.784420289855072,0.5416666666666666,0.6536968576709796,5767.586206896552,1.5530328139374854,6690.4,1
PRV51068,9.0,252.0,261.0,0.034482758620689655,215.0,1.213953488372093,74.0,32.0,45.0,77000.0,8555.555555555555,66260.0,262.93650793650795,8544.0,440.0,143260.0,8984.0,0.5374842942901019,4.363095238095238,3.0,6.0,5.246031746031746,0.16666666666666666,0.916728280961183,548.8888888888889,0.05533226277169702,666.3255813953489,0
PRV51070,10.0,89.0,99.0,0.10101010101010101,71.0,1.3943661971830985,36.0,12.0,14.0,101000.0,10100.0,24410.0,274.2696629213483,10680.0,300.0,125410.0,10980.0,0.8053584243680727,4.782022471910112,4.1,15.0,5.091573033707865,0.3,0.772365988909427,1266.7676767676767,0.2613544538971165,1766.338028169014,0
PRV51072,12.0,200.0,212.0,0.05660377358490566,162.0,1.308641975308642,42.0,17.0,44.0,72000.0,6000.0,47170.0,235.85,11748.0,430.0,119170.0,12178.0,0.604178904086599,4.739166666666666,4.25,13.0,5.819166666666667,0.25,0.8905730129390018,562.122641509434,0.059130183476044124,735.6172839506173,0
PRV51074,5.0,34.0,39.0,0.1282051282051282,39.0,1.0,11.0,4.0,4.0,31000.0,6200.0,10170.0,299.11764705882354,5340.0,80.0,41170.0,5420.0,0.7529754675734759,4.95,2.6,4.0,5.614705882352941,0.1,0.555268022181146,1055.6410256410256,0.2007637580797761,1055.6410256410256,0
PRV51077,16.0,17.0,33.0,0.48484848484848486,30.0,1.1,10.0,1.0,5.0,199000.0,12437.5,5350.0,314.70588235294116,16020.0,200.0,204350.0,16220.0,0.9738194274528994,5.733455882352941,5.9375,19.0,5.145220588235294,0.25,0.5170055452865064,6192.424242424242,1.6749559915416858,6811.666666666667,1
PRV51078,9.0,14.0,23.0,0.391304347826087,23.0,1.0,10.0,3.0,4.0,76000.0,8444.444444444445,2270.0,162.14285714285714,8544.0,100.0,78270.0,8644.0,0.9709978280311742,4.3769841269841265,6.666666666666667,21.0,5.551587301587302,0.4444444444444444,0.42606284658040666,3403.0434782608695,0.8744387640942753,3403.0434782608695,0
PRV51081,6.0,194.0,200.0,0.03,131.0,1.5267175572519085,2.0,2.0,1.0,79000.0,13166.666666666666,45080.0,232.37113402061857,6408.0,760.0,124080.0,7168.0,0.6366860090264346,4.882302405498281,6.0,10.0,5.604810996563574,0.75,0.8822550831792976,620.4,0.07585505303891973,947.175572519084,0
PRV51084,20.0,90.0,110.0,0.18181818181818182,86.0,1.2790697674418605,25.0,9.0,15.0,191000.0,9550.0,24580.0,273.1111111111111,21360.0,530.0,215580.0,21890.0,0.8859820020410056,4.927777777777778,5.65,28.0,5.305555555555555,0.35,0.7901109057301294,1959.8181818181818,0.46025123984754956,2506.7441860465115,1
PRV51086,31.0,108.0,139.0,0.22302158273381295,116.0,1.1982758620689655,20.0,11.0,16.0,413000.0,13322.58064516129,33170.0,307.1296296296296,33108.0,60.0,446170.0,33168.0,0.925656140036309,4.889486260454003,4.838709677419355,11.0,5.751045400238949,0.3870967741935484,0.8344731977818854,3209.856115107914,0.8189964184970207,3846.293103448276,0
PRV51089,18.0,210.0,228.0,0.07894736842105263,197.0,1.1573604060913705,66.0,21.0,41.0,177000.0,9833.333333333334,53900.0,256.6666666666667,18156.0,540.0,230900.0,18696.0,0.7665656128194024,4.745238095238095,5.166666666666667,14.0,5.548412698412698,0.4722222222222222,0.8999075785582256,1012.719298245614,0.18844576167954852,1172.0812182741117,0
PRV51093,2.0,7.0,9.0,0.2222222222222222,9.0,1.0,5.0,2.0,4.0,11000.0,5500.0,2710.0,387.14285714285717,2136.0,0.0,13710.0,2136.0,0.8023340627279358,4.964285714285714,6.0,11.0,5.785714285714286,0.5,0.2378003696857671,1523.3333333333333,0.33498557328062084,1523.3333333333333,0
PRV51100,5.0,0.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,78000.0,15600.0,0.0,0.0,5340.0,0.0,78000.0,5340.0,1.0,3.6,6.0,9.0,4.3,0.4,0.14972273567467653,15600.0,4.374812016652976,15600.0,0
PRV51101,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,16600.0,5533.333333333333,0.0,0.0,3204.0,0.0,16600.0,3204.0,1.0,6.333333333333333,3.3333333333333335,6.0,3.6666666666666665,0.16666666666666666,0.0955637707948244,5533.333333333333,1.4858051828891796,5533.333333333333,0
PRV51102,12.0,0.0,12.0,1.0,11.0,1.0909090909090908,3.0,1.0,1.0,148000.0,12333.333333333334,0.0,0.0,12816.0,0.0,148000.0,12816.0,1.0,4.75,4.0,10.0,4.166666666666667,0.4583333333333333,0.28789279112754157,12333.333333333334,3.4373197328488305,13454.545454545454,0
PRV51108,19.0,0.0,19.0,1.0,19.0,1.0,6.0,3.0,0.0,156000.0,8210.526315789473,0.0,0.0,19224.0,0.0,156000.0,19224.0,1.0,5.947368421052632,5.2631578947368425,16.0,3.789473684210526,0.15789473684210525,0.38068391866913126,8210.526315789473,2.254125926758743,8210.526315789473,0
PRV51109,3.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,18000.0,6000.0,0.0,0.0,3204.0,0.0,18000.0,3204.0,1.0,8.333333333333334,6.333333333333333,9.0,4.333333333333333,0.6666666666666666,0.0955637707948244,6000.0,1.6197326520040576,6000.0,0
PRV51110,5.0,0.0,5.0,1.0,5.0,1.0,3.0,3.0,0.0,27000.0,5400.0,0.0,0.0,5340.0,0.0,27000.0,5340.0,1.0,5.6,10.2,28.0,4.7,0.4,0.14972273567467653,5400.0,1.4475401917135002,5400.0,0
PRV51118,16.0,0.0,16.0,1.0,16.0,1.0,4.0,4.0,1.0,136000.0,8500.0,0.0,0.0,14952.0,0.0,136000.0,14952.0,1.0,5.0625,4.25,13.0,3.90625,0.4375,0.34362292051756005,8500.0,2.337201236548047,8500.0,0
PRV51119,94.0,1.0,95.0,0.9894736842105263,82.0,1.1585365853658536,8.0,7.0,7.0,985000.0,10478.72340425532,95580.0,95580.0,96120.0,865.0,1080580.0,96985.0,0.9115475022673009,5.180851063829787,5.9787234042553195,35.0,9.00531914893617,1.3882978723404256,0.7657116451016636,11374.526315789473,3.1621541673576155,13177.80487804878,1
PRV51120,7.0,0.0,7.0,1.0,7.0,1.0,1.0,1.0,0.0,52000.0,7428.571428571428,0.0,0.0,7476.0,0.0,52000.0,7476.0,1.0,5.0,4.142857142857143,6.0,4.571428571428571,0.35714285714285715,0.19695009242144176,7428.571428571428,2.0297147003149085,7428.571428571428,0
PRV51121,6.0,1.0,7.0,0.8571428571428571,7.0,1.0,3.0,3.0,2.0,81000.0,13500.0,80.0,80.0,6408.0,0.0,81080.0,6408.0,0.9990133201776024,5.5,6.5,10.0,4.333333333333334,0.4166666666666667,0.19695009242144176,11582.857142857143,3.221942496802863,11582.857142857143,0
PRV51123,2.0,29.0,31.0,0.06451612903225806,30.0,1.0333333333333334,19.0,6.0,9.0,9000.0,4500.0,17910.0,617.5862068965517,2136.0,40.0,26910.0,2176.0,0.33444816053511706,5.086206896551724,2.5,4.0,6.051724137931035,0.25,0.500554528650647,868.0645161290323,0.14693165697046728,897.0,0
PRV51125,12.0,36.0,48.0,0.25,32.0,1.5,25.0,6.0,11.0,110000.0,9166.666666666666,21310.0,591.9444444444445,12816.0,280.0,131310.0,13096.0,0.8377122839083085,4.430555555555555,4.333333333333333,11.0,5.361111111111111,0.4166666666666667,0.6069316081330869,2735.625,0.6828980477357437,4103.4375,0
PRV51126,20.0,0.0,20.0,1.0,14.0,1.4285714285714286,2.0,2.0,0.0,177000.0,8850.0,0.0,0.0,21360.0,0.0,177000.0,21360.0,1.0,5.65,6.5,28.0,4.025,0.35,0.3923290203327172,8850.0,2.437646838384205,12642.857142857143,1
PRV51128,5.0,45.0,50.0,0.1,40.0,1.25,19.0,10.0,14.0,90000.0,18000.0,12220.0,271.55555555555554,5340.0,0.0,102220.0,5340.0,0.8804539229113676,5.71111111111111,6.4,12.0,5.9,0.3,0.616358595194085,2044.4,0.4845251587951761,2555.5,0
PRV51132,1.0,7.0,8.0,0.125,6.0,1.3333333333333333,4.0,1.0,4.0,4000.0,4000.0,1330.0,190.0,1068.0,0.0,5330.0,1068.0,0.7504690431519699,2.2142857142857144,4.0,4.0,4.357142857142857,0.5,0.21829944547134936,666.25,0.08901342687945651,888.3333333333334,0
PRV51136,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20000.0,20000.0,0.0,0.0,1068.0,0.0,20000.0,1068.0,1.0,2.0,2.0,2.0,4.5,1.0,0.022273567467652494,20000.0,5.6375567254503975,20000.0,0
PRV51137,1.0,54.0,55.0,0.01818181818181818,51.0,1.0784313725490196,22.0,9.0,12.0,6000.0,6000.0,10050.0,186.11111111111111,1068.0,280.0,16050.0,1348.0,0.37383177570093457,4.916666666666666,7.0,7.0,5.861111111111111,0.5,0.6399260628465804,291.8181818181818,-0.01844379976020007,314.70588235294116,0
PRV51138,1.0,25.0,26.0,0.038461538461538464,21.0,1.2380952380952381,7.0,3.0,7.0,6000.0,6000.0,7430.0,297.2,1068.0,0.0,13430.0,1068.0,0.4467609828741623,2.52,1.0,1.0,3.8600000000000003,0.5,0.4576709796672828,516.5384615384615,0.04604809664349531,639.5238095238095,0
PRV51139,7.0,36.0,43.0,0.16279069767441862,42.0,1.0238095238095237,28.0,7.0,10.0,41300.0,5900.0,11280.0,313.3333333333333,7476.0,40.0,52580.0,7516.0,0.7854697603651578,4.85515873015873,3.857142857142857,8.0,5.56547619047619,0.07142857142857142,0.5790203327171903,1222.7906976744187,0.2487336135200923,1251.904761904762,0
PRV51140,47.0,440.0,487.0,0.09650924024640657,408.0,1.1936274509803921,3.0,3.0,2.0,307400.0,6540.425531914893,145730.0,331.20454545454544,49128.0,1290.0,453130.0,50418.0,0.6783925142894975,4.9094535783365565,6.0212765957446805,29.0,5.290087040618955,0.26595744680851063,0.9586876155268023,930.4517453798768,0.16483600779615715,1110.612745098039,0
PRV51142,7.0,44.0,51.0,0.13725490196078433,40.0,1.275,13.0,5.0,7.0,97000.0,13857.142857142857,7570.0,172.04545454545453,7476.0,60.0,104570.0,7536.0,0.9276083006598451,4.762987012987013,7.428571428571429,22.0,5.496753246753247,0.42857142857142855,0.6209796672828096,2050.392156862745,0.4862448325162478,2614.25,0
PRV51144,4.0,26.0,30.0,0.13333333333333333,29.0,1.0344827586206897,11.0,6.0,6.0,53000.0,13250.0,8220.0,316.15384615384613,4272.0,220.0,61220.0,4492.0,0.8657301535445933,4.663461538461538,5.0,13.0,5.548076923076923,0.375,0.4920517560073937,2040.6666666666667,0.4834537390422571,2111.0344827586205,0
PRV51145,161.0,41.0,202.0,0.7970297029702971,164.0,1.2317073170731707,36.0,7.0,17.0,1600600.0,9941.614906832297,5750.0,140.2439024390244,166608.0,140.0,1606350.0,166748.0,0.9964204563140038,4.878579003181336,5.937888198757764,35.0,5.292001211937586,0.40372670807453415,0.8846580406654344,7952.227722772277,2.1799974763900423,9794.817073170732,1
PRV51146,162.0,190.0,352.0,0.4602272727272727,334.0,1.0538922155688624,72.0,35.0,47.0,1618200.0,9988.888888888889,62710.0,330.05263157894734,170880.0,790.0,1680910.0,171670.0,0.9626928270996068,4.8732943469785575,5.049382716049383,30.0,5.268421052631579,0.345679012345679,0.9385397412199631,4775.3125,1.2682627291505708,5032.664670658683,1
PRV51148,34.0,296.0,330.0,0.10303030303030303,263.0,1.2547528517110267,51.0,19.0,38.0,398400.0,11717.64705882353,90260.0,304.93243243243245,35244.0,1050.0,488660.0,36294.0,0.8152907952359514,5.02543720190779,4.029411764705882,15.0,5.4987082670906196,0.45588235294117646,0.9353974121996304,1480.7878787878788,0.32277556246001765,1858.0228136882129,1
PRV51149,116.0,32.0,148.0,0.7837837837837838,136.0,1.088235294117647,25.0,4.0,12.0,1113000.0,9594.827586206897,7680.0,240.0,123888.0,70.0,1120680.0,123958.0,0.9931470178820002,5.025323275862069,5.612068965517241,26.0,5.2780172413793105,0.3577586206896552,0.8453789279112754,7572.1621621621625,2.0709234364680995,8240.29411764706,1
PRV51151,22.0,211.0,233.0,0.0944206008583691,225.0,1.0355555555555556,87.0,28.0,53.0,142000.0,6454.545454545455,59300.0,281.042654028436,22428.0,870.0,201300.0,23298.0,0.7054148037754595,5.053317535545023,4.181818181818182,9.0,5.322274881516588,0.3181818181818182,0.9030499075785582,863.9484978540772,0.1457504114481916,894.6666666666666,0
PRV51153,4.0,83.0,87.0,0.04597701149425287,83.0,1.0481927710843373,47.0,10.0,22.0,51000.0,12750.0,20490.0,246.86746987951807,4272.0,630.0,71490.0,4902.0,0.7133864876206463,4.81777108433735,8.75,15.0,5.009036144578313,0.625,0.7487985212569316,821.7241379310345,0.13363255074928704,861.3253012048193,0
PRV51159,65.0,504.0,569.0,0.11423550087873462,508.0,1.1200787401574803,98.0,54.0,65.0,635660.0,9779.384615384615,162130.0,321.68650793650795,69420.0,1030.0,797790.0,70450.0,0.7967760939595633,4.7160714285714285,5.630769230769231,35.0,5.246535409035409,0.3230769230769231,0.9674676524953789,1402.091388400703,0.300190658633351,1570.4527559055118,1
PRV51160,90.0,24.0,114.0,0.7894736842105263,111.0,1.027027027027027,18.0,7.0,8.0,866000.0,9622.222222222223,6020.0,250.83333333333334,96120.0,20.0,872020.0,96140.0,0.9930964886126465,5.275,5.655555555555556,30.0,5.352777777777778,0.37222222222222223,0.7977818853974122,7649.298245614035,2.093060523112692,7856.036036036036,0
PRV51164,41.0,350.0,391.0,0.10485933503836317,338.0,1.1568047337278107,5.0,4.0,3.0,443000.0,10804.878048780487,113980.0,325.65714285714284,43788.0,760.0,556980.0,44548.0,0.7953606951775647,4.970139372822299,6.2926829268292686,30.0,5.481045296167247,0.3170731707317073,0.944547134935305,1424.5012787723786,0.30662201556325186,1647.8698224852071,0
PRV51165,26.0,72.0,98.0,0.2653061224489796,97.0,1.0103092783505154,44.0,18.0,19.0,306000.0,11769.23076923077,23700.0,329.1666666666667,27768.0,320.0,329700.0,28088.0,0.9281164695177434,4.709935897435898,6.576923076923077,35.0,5.533653846153846,0.5,0.7708872458410351,3364.285714285714,0.8633157728705375,3398.9690721649486,0
PRV51166,1.0,4.0,5.0,0.2,5.0,1.0,3.0,1.0,0.0,22000.0,22000.0,2870.0,717.5,1068.0,0.0,24870.0,1068.0,0.8845999195818255,3.125,16.0,16.0,5.25,0.5,0.14972273567467653,4974.0,1.3252835449072045,4974.0,0
PRV51168,9.0,78.0,87.0,0.10344827586206896,86.0,1.0116279069767442,12.0,6.0,4.0,63000.0,7000.0,17470.0,223.97435897435898,9612.0,170.0,80470.0,9782.0,0.7829004597986827,5.017094017094017,5.222222222222222,15.0,4.611111111111112,0.3333333333333333,0.7487985212569316,924.9425287356322,0.16325493184908021,935.6976744186046,0
PRV51170,8.0,8.0,16.0,0.5,16.0,1.0,4.0,5.0,1.0,145000.0,18125.0,820.0,102.5,8544.0,0.0,145820.0,8544.0,0.9943766287203402,5.1875,6.25,27.0,5.5,0.5,0.34362292051756005,9113.75,2.513339774053596,9113.75,1
PRV51173,7.0,15.0,22.0,0.3181818181818182,21.0,1.0476190476190477,7.0,6.0,5.0,90000.0,12857.142857142857,6290.0,419.3333333333333,7476.0,200.0,96290.0,7676.0,0.9346764980787206,3.9333333333333336,7.857142857142857,23.0,5.023809523809524,0.5714285714285714,0.41534195933456564,4376.818181818182,1.1538998673846785,4585.238095238095,1
PRV51178,34.0,31.0,65.0,0.5230769230769231,64.0,1.015625,18.0,3.0,8.0,422000.0,12411.764705882353,9180.0,296.1290322580645,36312.0,290.0,431180.0,36602.0,0.9787095876432117,4.634250474383301,7.970588235294118,35.0,5.323529411764706,0.39705882352941174,0.6831792975970425,6633.538461538462,1.8015502293057284,6737.1875,1
PRV51180,2.0,127.0,129.0,0.015503875968992248,86.0,1.5,2.0,2.0,0.0,47000.0,23500.0,47240.0,371.9685039370079,2136.0,280.0,94240.0,2416.0,0.49872665534804755,4.208661417322835,1.5,2.0,4.834645669291339,0.25,0.8201478743068392,730.5426356589147,0.10746460540057809,1095.8139534883721,0
PRV51183,41.0,72.0,113.0,0.36283185840707965,106.0,1.0660377358490567,5.0,5.0,3.0,336800.0,8214.634146341463,18990.0,263.75,42720.0,70.0,355790.0,42790.0,0.94662581860086,4.813516260162602,4.658536585365853,28.0,5.143970189701897,0.2926829268292683,0.7954713493530499,3148.5840707964603,0.8014121117353187,3356.509433962264,0
